Module,Gene,Probes,Module_gene,Function,Cluter,Cluster_location,position
M16.41,CHD1L,1786016,M16.41_CHD1L,TBD,A2,42,A2.42
M16.41,CIRBP,1674661,M16.41_CIRBP,TBD,A2,42,A2.42
M16.41,CLCN6,1741594,M16.41_CLCN6,TBD,A2,42,A2.42
M16.41,CNOT2,1772651,M16.41_CNOT2,TBD,A2,42,A2.42
M16.41,DVL2,1652163,M16.41_DVL2,TBD,A2,42,A2.42
M16.41,GNB2L1,1736500,M16.41_GNB2L1,TBD,A2,42,A2.42
M16.41,HMG1L1,1809439,M16.41_HMG1L1,TBD,A2,42,A2.42
M16.41,IFI6,1687384,M16.41_IFI6,TBD,A2,42,A2.42
M16.41,LCMT1,1688452,M16.41_LCMT1,TBD,A2,42,A2.42
M16.41,LEMD2,1680860,M16.41_LEMD2,TBD,A2,42,A2.42
M16.41,LOC143543,1664602,M16.41_LOC143543,TBD,A2,42,A2.42
M16.41,LOC391356,1692707,M16.41_LOC391356,TBD,A2,42,A2.42
M16.41,LOC440927,1689712,M16.41_LOC440927,TBD,A2,42,A2.42
M16.41,LOC643284,1739263,M16.41_LOC643284,TBD,A2,42,A2.42
M16.41,LOC645317,1704291,M16.41_LOC645317,TBD,A2,42,A2.42
M16.41,LOC647000,1704750,M16.41_LOC647000,TBD,A2,42,A2.42
M16.41,LOC653314,2053546,M16.41_LOC653314,TBD,A2,42,A2.42
M16.41,LRRC8D,1763409,M16.41_LRRC8D,TBD,A2,42,A2.42
M16.41,NUTF2,1655046,M16.41_NUTF2,TBD,A2,42,A2.42
M16.41,OTUB1,2354855,M16.41_OTUB1,TBD,A2,42,A2.42
M16.41,OXA1L,1731851,M16.41_OXA1L,TBD,A2,42,A2.42
M16.41,PEX5,1660232,M16.41_PEX5,TBD,A2,42,A2.42
M16.41,POMT1,1743663,M16.41_POMT1,TBD,A2,42,A2.42
M16.41,PQBP1,1711596,M16.41_PQBP1,TBD,A2,42,A2.42
M16.41,RER1,1760933,M16.41_RER1,TBD,A2,42,A2.42
M16.41,RNF126,1669572,M16.41_RNF126,TBD,A2,42,A2.42
M16.41,RNF41,1808095,M16.41_RNF41,TBD,A2,42,A2.42
M16.41,RPL37A,2051519,M16.41_RPL37A,TBD,A2,42,A2.42
M16.41,RPS16,1651850,M16.41_RPS16,TBD,A2,42,A2.42
M16.41,RPS27,1696839,M16.41_RPS27,TBD,A2,42,A2.42
M16.41,SEC11C,1701681,M16.41_SEC11C,TBD,A2,42,A2.42
M16.41,SNRPB2,1771620,M16.41_SNRPB2,TBD,A2,42,A2.42
M16.41,TBL2,1764489,M16.41_TBL2,TBD,A2,42,A2.42
M16.41,TCEAL8,1670561,M16.41_TCEAL8,TBD,A2,42,A2.42
M16.41,TIMM8B,1738938,M16.41_TIMM8B,TBD,A2,42,A2.42
M16.41,TMEM185A,1738276,M16.41_TMEM185A,TBD,A2,42,A2.42
M16.41,TUBB,1665583,M16.41_TUBB,TBD,A2,42,A2.42
M16.41,TYW1,1736135,M16.41_TYW1,TBD,A2,42,A2.42
M16.41,UBE2Z,1692168,M16.41_UBE2Z,TBD,A2,42,A2.42
M16.41,YAF2,1765606,M16.41_YAF2,TBD,A2,42,A2.42
M16.41,ZNRD1,1722894,M16.41_ZNRD1,TBD,A2,42,A2.42
M16.42,AASDHPPT,1698189,M16.42_AASDHPPT,TBD,A3,21,A3.21
M16.42,ABHD6,1706344,M16.42_ABHD6,TBD,A3,21,A3.21
M16.42,ACSL5,2370882,M16.42_ACSL5,TBD,A3,21,A3.21
M16.42,AHCYL2,1712786,M16.42_AHCYL2,TBD,A3,21,A3.21
M16.42,ANKRD20A1,2215824,M16.42_ANKRD20A1,TBD,A3,21,A3.21
M16.42,BCCIP,1811188,M16.42_BCCIP,TBD,A3,21,A3.21
M16.42,BCS1L,1738529,M16.42_BCS1L,TBD,A3,21,A3.21
M16.42,BRD1,1730019,M16.42_BRD1,TBD,A3,21,A3.21
M16.42,BZRAP1,2111229,M16.42_BZRAP1,TBD,A3,21,A3.21
M16.42,C17ORF56,2056687,M16.42_C17ORF56,TBD,A3,21,A3.21
M16.42,C2ORF44,1730631,M16.42_C2ORF44,TBD,A3,21,A3.21
M16.42,C9ORF102,1753190,M16.42_C9ORF102,TBD,A3,21,A3.21
M16.42,CCDC132,1716342,M16.42_CCDC132,TBD,A3,21,A3.21
M16.42,CHD6,2209163,M16.42_CHD6,TBD,A3,21,A3.21
M16.42,CREBZF,1784847,M16.42_CREBZF,TBD,A3,21,A3.21
M16.42,CRYGS,1792597,M16.42_CRYGS,TBD,A3,21,A3.21
M16.42,CTDSPL2,2077758,M16.42_CTDSPL2,TBD,A3,21,A3.21
M16.42,DGCR8,1694223,M16.42_DGCR8,TBD,A3,21,A3.21
M16.42,DIABLO,2332990,M16.42_DIABLO,TBD,A3,21,A3.21
M16.42,FBXO21,2358647,M16.42_FBXO21,TBD,A3,21,A3.21
M16.42,GNRH1,1745991,M16.42_GNRH1,TBD,A3,21,A3.21
M16.42,GSS,1683462,M16.42_GSS,TBD,A3,21,A3.21
M16.42,HS.158923,1818617,M16.42_HS.158923,TBD,A3,21,A3.21
M16.42,HS.231861,1904135,M16.42_HS.231861,TBD,A3,21,A3.21
M16.42,HS.254006,1913336,M16.42_HS.254006,TBD,A3,21,A3.21
M16.42,HS.37648,1867517,M16.42_HS.37648,TBD,A3,21,A3.21
M16.42,HS.403972,1864166,M16.42_HS.403972,TBD,A3,21,A3.21
M16.42,HS.47995,1906110,M16.42_HS.47995,TBD,A3,21,A3.21
M16.42,HS.522924,1849941,M16.42_HS.522924,TBD,A3,21,A3.21
M16.42,ILVBL,1759419,M16.42_ILVBL,TBD,A3,21,A3.21
M16.42,ITGA6,2359287,M16.42_ITGA6,TBD,A3,21,A3.21
M16.42,KCTD6,1800942,M16.42_KCTD6,TBD,A3,21,A3.21
M16.42,LIAS,1736077,M16.42_LIAS,TBD,A3,21,A3.21
M16.42,LINS1,2338197,M16.42_LINS1,TBD,A3,21,A3.21
M16.42,LOC284023,1739325,M16.42_LOC284023,TBD,A3,21,A3.21
M16.42,LOC642035,1657996,M16.42_LOC642035,TBD,A3,21,A3.21
M16.42,LOC730358,1882764,M16.42_LOC730358,TBD,A3,21,A3.21
M16.42,LONP2,2216265,M16.42_LONP2,TBD,A3,21,A3.21
M16.42,NDUFS1,1728810,M16.42_NDUFS1,TBD,A3,21,A3.21
M16.42,PID1,1671891,M16.42_PID1,TBD,A3,21,A3.21
M16.42,PRPF4B,1737124,M16.42_PRPF4B,TBD,A3,21,A3.21
M16.42,PTPN22,1695640,M16.42_PTPN22,TBD,A3,21,A3.21
M16.42,RAD9A,1684183,M16.42_RAD9A,TBD,A3,21,A3.21
M16.42,REC8,2317751,M16.42_REC8,TBD,A3,21,A3.21
M16.42,TAF1C,2335072,M16.42_TAF1C,TBD,A3,21,A3.21
M16.42,TAF5,1684802,M16.42_TAF5,TBD,A3,21,A3.21
M16.42,YDJC,1812580,M16.42_YDJC,TBD,A3,21,A3.21
M16.42,ZNF101,1695079,M16.42_ZNF101,TBD,A3,21,A3.21
M16.42,ZNF526,1756631,M16.42_ZNF526,TBD,A3,21,A3.21
M16.42,ZNF654,1721629,M16.42_ZNF654,TBD,A3,21,A3.21
M16.43,AP1S1,1712806,M16.43_AP1S1,Gene transcription,A4,4,A4.4
M16.43,ATN1,1737833,M16.43_ATN1,Gene transcription,A4,4,A4.4
M16.43,ATRN,1761850,M16.43_ATRN,Gene transcription,A4,4,A4.4
M16.43,C11ORF60,1677080,M16.43_C11ORF60,Gene transcription,A4,4,A4.4
M16.43,C18ORF1,2351795,M16.43_C18ORF1,Gene transcription,A4,4,A4.4
M16.43,C1ORF186,1690209,M16.43_C1ORF186,Gene transcription,A4,4,A4.4
M16.43,C20ORF117,1693004,M16.43_C20ORF117,Gene transcription,A4,4,A4.4
M16.43,CA11,1743219,M16.43_CA11,Gene transcription,A4,4,A4.4
M16.43,CD22,1792075,M16.43_CD22,Gene transcription,A4,4,A4.4
M16.43,CIDECP,2170080,M16.43_CIDECP,Gene transcription,A4,4,A4.4
M16.43,CLDN9,1740276,M16.43_CLDN9,Gene transcription,A4,4,A4.4
M16.43,DGCR6,2186108,M16.43_DGCR6,Gene transcription,A4,4,A4.4
M16.43,DPP3,1700822,M16.43_DPP3,Gene transcription,A4,4,A4.4
M16.43,DYRK1B,1696991,M16.43_DYRK1B,Gene transcription,A4,4,A4.4
M16.43,ENG,1760778,M16.43_ENG,Gene transcription,A4,4,A4.4
M16.43,F11R,2406532,M16.43_F11R,Gene transcription,A4,4,A4.4
M16.43,FDX1,2198812,M16.43_FDX1,Gene transcription,A4,4,A4.4
M16.43,FOLR2,1745963,M16.43_FOLR2,Gene transcription,A4,4,A4.4
M16.43,GCS1,1727642,M16.43_GCS1,Gene transcription,A4,4,A4.4
M16.43,GSTM1,1762255,M16.43_GSTM1,Gene transcription,A4,4,A4.4
M16.43,GSTM4,1651800,M16.43_GSTM4,Gene transcription,A4,4,A4.4
M16.43,ITPKC,1714945,M16.43_ITPKC,Gene transcription,A4,4,A4.4
M16.43,JMJD4,1692896,M16.43_JMJD4,Gene transcription,A4,4,A4.4
M16.43,JOSD2,2169025,M16.43_JOSD2,Gene transcription,A4,4,A4.4
M16.43,LGMN,2332964,M16.43_LGMN,Gene transcription,A4,4,A4.4
M16.43,LOC440313,1749984,M16.43_LOC440313,Gene transcription,A4,4,A4.4
M16.43,LOC440895,1799569,M16.43_LOC440895,Gene transcription,A4,4,A4.4
M16.43,LOC642250,1771861,M16.43_LOC642250,Gene transcription,A4,4,A4.4
M16.43,LOC644852,1804350,M16.43_LOC644852,Gene transcription,A4,4,A4.4
M16.43,LOC729486,1814153,M16.43_LOC729486,Gene transcription,A4,4,A4.4
M16.43,MRPL2,1763264,M16.43_MRPL2,Gene transcription,A4,4,A4.4
M16.43,NARG2,2346460,M16.43_NARG2,Gene transcription,A4,4,A4.4
M16.43,P76,1734184,M16.43_P76,Gene transcription,A4,4,A4.4
M16.43,PRR7,1677509,M16.43_PRR7,Gene transcription,A4,4,A4.4
M16.43,PTPN23,1654318,M16.43_PTPN23,Gene transcription,A4,4,A4.4
M16.43,PTPN9,1694923,M16.43_PTPN9,Gene transcription,A4,4,A4.4
M16.43,RIN1,1660858,M16.43_RIN1,Gene transcription,A4,4,A4.4
M16.43,RNF135,2407529,M16.43_RNF135,Gene transcription,A4,4,A4.4
M16.43,RPL36A,2112811,M16.43_RPL36A,Gene transcription,A4,4,A4.4
M16.43,RPS6KA2,1716218,M16.43_RPS6KA2,Gene transcription,A4,4,A4.4
M16.43,RPS6KA3,1652736,M16.43_RPS6KA3,Gene transcription,A4,4,A4.4
M16.43,S100A2,1725852,M16.43_S100A2,Gene transcription,A4,4,A4.4
M16.43,SEMA4G,1678974,M16.43_SEMA4G,Gene transcription,A4,4,A4.4
M16.43,SPNS3,1668984,M16.43_SPNS3,Gene transcription,A4,4,A4.4
M16.43,SPPL2B,1672461,M16.43_SPPL2B,Gene transcription,A4,4,A4.4
M16.43,SYVN1,2339691,M16.43_SYVN1,Gene transcription,A4,4,A4.4
M16.43,TSPAN4,2340027,M16.43_TSPAN4,Gene transcription,A4,4,A4.4
M16.43,ZNF517,1697773,M16.43_ZNF517,Gene transcription,A4,4,A4.4
M16.44,ABHD5,1655702,M16.44_ABHD5,Protein synthesis,A33,8,A33.8
M16.44,ACTN4,1725534,M16.44_ACTN4,Protein synthesis,A33,8,A33.8
M16.44,ACTR10,1798254,M16.44_ACTR10,Protein synthesis,A33,8,A33.8
M16.44,C14ORF4,1804396,M16.44_C14ORF4,Protein synthesis,A33,8,A33.8
M16.44,C1ORF43,1729509,M16.44_C1ORF43,Protein synthesis,A33,8,A33.8
M16.44,CAPZA1,1803742,M16.44_CAPZA1,Protein synthesis,A33,8,A33.8
M16.44,CD302,1716797,M16.44_CD302,Protein synthesis,A33,8,A33.8
M16.44,CHST13,1734707,M16.44_CHST13,Protein synthesis,A33,8,A33.8
M16.44,CHURC1,1798177,M16.44_CHURC1,Protein synthesis,A33,8,A33.8
M16.44,CISD1,2122952,M16.44_CISD1,Protein synthesis,A33,8,A33.8
M16.44,CKAP4,1790891,M16.44_CKAP4,Protein synthesis,A33,8,A33.8
M16.44,CLEC7A,1700610,M16.44_CLEC7A,Protein synthesis,A33,8,A33.8
M16.44,CLIP1,2404085,M16.44_CLIP1,Protein synthesis,A33,8,A33.8
M16.44,CSAD,2119692,M16.44_CSAD,Protein synthesis,A33,8,A33.8
M16.44,CYBRD1,2087692,M16.44_CYBRD1,Protein synthesis,A33,8,A33.8
M16.44,DAPP1,1664691,M16.44_DAPP1,Protein synthesis,A33,8,A33.8
M16.44,DUSP3,1797522,M16.44_DUSP3,Protein synthesis,A33,8,A33.8
M16.44,EIF4E3,1796146,M16.44_EIF4E3,Protein synthesis,A33,8,A33.8
M16.44,ERGIC1,1664068,M16.44_ERGIC1,Protein synthesis,A33,8,A33.8
M16.44,FAM126B,1779486,M16.44_FAM126B,Protein synthesis,A33,8,A33.8
M16.44,FKBP1A,2333367,M16.44_FKBP1A,Protein synthesis,A33,8,A33.8
M16.44,HIST1H2BD,1758623,M16.44_HIST1H2BD,Protein synthesis,A33,8,A33.8
M16.44,HS.333764,1867138,M16.44_HS.333764,Protein synthesis,A33,8,A33.8
M16.44,HS.520591,1857413,M16.44_HS.520591,Protein synthesis,A33,8,A33.8
M16.44,KBTBD11,1784630,M16.44_KBTBD11,Protein synthesis,A33,8,A33.8
M16.44,KPNA6,1696021,M16.44_KPNA6,Protein synthesis,A33,8,A33.8
M16.44,LOC643313,1731907,M16.44_LOC643313,Protein synthesis,A33,8,A33.8
M16.44,LOC651738,1674789,M16.44_LOC651738,Protein synthesis,A33,8,A33.8
M16.44,MANSC1,2142752,M16.44_MANSC1,Protein synthesis,A33,8,A33.8
M16.44,MAPK3,2402341,M16.44_MAPK3,Protein synthesis,A33,8,A33.8
M16.44,MAX,2363426,M16.44_MAX,Protein synthesis,A33,8,A33.8
M16.44,MYO5A,1698225,M16.44_MYO5A,Protein synthesis,A33,8,A33.8
M16.44,NFIL3,1707312,M16.44_NFIL3,Protein synthesis,A33,8,A33.8
M16.44,PGLYRP1,1704870,M16.44_PGLYRP1,Protein synthesis,A33,8,A33.8
M16.44,PSTPIP2,1713058,M16.44_PSTPIP2,Protein synthesis,A33,8,A33.8
M16.44,PTAFR,1746836,M16.44_PTAFR,Protein synthesis,A33,8,A33.8
M16.44,PTPRC,1653652,M16.44_PTPRC,Protein synthesis,A33,8,A33.8
M16.44,RBMS1,2358540,M16.44_RBMS1,Protein synthesis,A33,8,A33.8
M16.44,RBP7,1716465,M16.44_RBP7,Protein synthesis,A33,8,A33.8
M16.44,SAMSN1,1684887,M16.44_SAMSN1,Protein synthesis,A33,8,A33.8
M16.44,SEMA4A,1702787,M16.44_SEMA4A,Protein synthesis,A33,8,A33.8
M16.44,SMG7,1706553,M16.44_SMG7,Protein synthesis,A33,8,A33.8
M16.44,SPPL2A,1734229,M16.44_SPPL2A,Protein synthesis,A33,8,A33.8
M16.44,SULF2,1667460,M16.44_SULF2,Protein synthesis,A33,8,A33.8
M16.44,TCN1,1768469,M16.44_TCN1,Protein synthesis,A33,8,A33.8
M16.44,TGFA,2083946,M16.44_TGFA,Protein synthesis,A33,8,A33.8
M16.44,TREM1,1688231,M16.44_TREM1,Protein synthesis,A33,8,A33.8
M16.44,USP32,1804743,M16.44_USP32,Protein synthesis,A33,8,A33.8
M16.45,AARS2,1699644,M16.45_AARS2,TBD,A3,22,A3.22
M16.45,ACTR5,1674698,M16.45_ACTR5,TBD,A3,22,A3.22
M16.45,ANKRD36B,1652594,M16.45_ANKRD36B,TBD,A3,22,A3.22
M16.45,C6ORF70,1780806,M16.45_C6ORF70,TBD,A3,22,A3.22
M16.45,CCDC130,1657064,M16.45_CCDC130,TBD,A3,22,A3.22
M16.45,CHKB,1758633,M16.45_CHKB,TBD,A3,22,A3.22
M16.45,DKFZP586I1420,1659054,M16.45_DKFZP586I1420,TBD,A3,22,A3.22
M16.45,EXOSC10,1803856,M16.45_EXOSC10,TBD,A3,22,A3.22
M16.45,HNRPR,1670796,M16.45_HNRPR,TBD,A3,22,A3.22
M16.45,HS.154336,2175894,M16.45_HS.154336,TBD,A3,22,A3.22
M16.45,HS.193784,1855746,M16.45_HS.193784,TBD,A3,22,A3.22
M16.45,HS.520349,1845086,M16.45_HS.520349,TBD,A3,22,A3.22
M16.45,HS.561735,1855286,M16.45_HS.561735,TBD,A3,22,A3.22
M16.45,HS.561844,1884750,M16.45_HS.561844,TBD,A3,22,A3.22
M16.45,ILF3,1818632,M16.45_ILF3,TBD,A3,22,A3.22
M16.45,KNTC1,1669584,M16.45_KNTC1,TBD,A3,22,A3.22
M16.45,KRIT1,1732516,M16.45_KRIT1,TBD,A3,22,A3.22
M16.45,3-Mar,2323418,M16.45_MARCH3,TBD,A3,22,A3.22
M16.45,METT11D1,2276811,M16.45_METT11D1,TBD,A3,22,A3.22
M16.45,MGC3207,1806828,M16.45_MGC3207,TBD,A3,22,A3.22
M16.45,MLL,1668683,M16.45_MLL,TBD,A3,22,A3.22
M16.45,MLLT10,1743538,M16.45_MLLT10,TBD,A3,22,A3.22
M16.45,NSD1,1707175,M16.45_NSD1,TBD,A3,22,A3.22
M16.45,NSUN5,2294878,M16.45_NSUN5,TBD,A3,22,A3.22
M16.45,NVL,1712636,M16.45_NVL,TBD,A3,22,A3.22
M16.45,PEX1,1748109,M16.45_PEX1,TBD,A3,22,A3.22
M16.45,PML,1728019,M16.45_PML,TBD,A3,22,A3.22
M16.45,PPP1R3E,1735064,M16.45_PPP1R3E,TBD,A3,22,A3.22
M16.45,PRICKLE1,1741356,M16.45_PRICKLE1,TBD,A3,22,A3.22
M16.45,RICS,1722726,M16.45_RICS,TBD,A3,22,A3.22
M16.45,RORA,2322498,M16.45_RORA,TBD,A3,22,A3.22
M16.45,SPTBN1,1661335,M16.45_SPTBN1,TBD,A3,22,A3.22
M16.45,STIM2,1738449,M16.45_STIM2,TBD,A3,22,A3.22
M16.45,TAGAP,1739985,M16.45_TAGAP,TBD,A3,22,A3.22
M16.45,TCERG1,1706839,M16.45_TCERG1,TBD,A3,22,A3.22
M16.45,TCF4,1814194,M16.45_TCF4,TBD,A3,22,A3.22
M16.45,TEX10,1653529,M16.45_TEX10,TBD,A3,22,A3.22
M16.45,TFB1M,1733562,M16.45_TFB1M,TBD,A3,22,A3.22
M16.45,TSPAN32,1718621,M16.45_TSPAN32,TBD,A3,22,A3.22
M16.45,TUBGCP6,1766803,M16.45_TUBGCP6,TBD,A3,22,A3.22
M16.45,VAV1,1717334,M16.45_VAV1,TBD,A3,22,A3.22
M16.45,VEZT,1774828,M16.45_VEZT,TBD,A3,22,A3.22
M16.45,VPS13A,1800721,M16.45_VPS13A,TBD,A3,22,A3.22
M16.45,ZBTB40,1784037,M16.45_ZBTB40,TBD,A3,22,A3.22
M16.45,ZCCHC8,1792092,M16.45_ZCCHC8,TBD,A3,22,A3.22
M16.45,ZMYND8,1652407,M16.45_ZMYND8,TBD,A3,22,A3.22
M16.45,ZNF26,1691798,M16.45_ZNF26,TBD,A3,22,A3.22
M16.46,ALPPL2,1801851,M16.46_ALPPL2,TBD,A26,15,A26.15
M16.46,ARMC6,1697118,M16.46_ARMC6,TBD,A26,15,A26.15
M16.46,ATG12,1673898,M16.46_ATG12,TBD,A26,15,A26.15
M16.46,C11ORF51,1726104,M16.46_C11ORF51,TBD,A26,15,A26.15
M16.46,C12ORF5,1791792,M16.46_C12ORF5,TBD,A26,15,A26.15
M16.46,C14ORF80,1653553,M16.46_C14ORF80,TBD,A26,15,A26.15
M16.46,C7ORF20,1701724,M16.46_C7ORF20,TBD,A26,15,A26.15
M16.46,CCDC32,2413318,M16.46_CCDC32,TBD,A26,15,A26.15
M16.46,CCDC43,1743783,M16.46_CCDC43,TBD,A26,15,A26.15
M16.46,CEPT1,2266309,M16.46_CEPT1,TBD,A26,15,A26.15
M16.46,CNGB1,1702383,M16.46_CNGB1,TBD,A26,15,A26.15
M16.46,CTRL,1664863,M16.46_CTRL,TBD,A26,15,A26.15
M16.46,DHX35,1733667,M16.46_DHX35,TBD,A26,15,A26.15
M16.46,DHX8,1687419,M16.46_DHX8,TBD,A26,15,A26.15
M16.46,DNAJC17,1703573,M16.46_DNAJC17,TBD,A26,15,A26.15
M16.46,ECOP,2226955,M16.46_ECOP,TBD,A26,15,A26.15
M16.46,EEF1B2,1685678,M16.46_EEF1B2,TBD,A26,15,A26.15
M16.46,FAM98C,1771870,M16.46_FAM98C,TBD,A26,15,A26.15
M16.46,FDPS,1804248,M16.46_FDPS,TBD,A26,15,A26.15
M16.46,FIP1L1,1768743,M16.46_FIP1L1,TBD,A26,15,A26.15
M16.46,GTF3C2,2356574,M16.46_GTF3C2,TBD,A26,15,A26.15
M16.46,HS.192784,1882354,M16.46_HS.192784,TBD,A26,15,A26.15
M16.46,JMJD6,2412024,M16.46_JMJD6,TBD,A26,15,A26.15
M16.46,KIAA0586,1651684,M16.46_KIAA0586,TBD,A26,15,A26.15
M16.46,LAMC1,1810852,M16.46_LAMC1,TBD,A26,15,A26.15
M16.46,LOC130074,1677122,M16.46_LOC130074,TBD,A26,15,A26.15
M16.46,LOC643035,1746716,M16.46_LOC643035,TBD,A26,15,A26.15
M16.46,LOC644310,1652215,M16.46_LOC644310,TBD,A26,15,A26.15
M16.46,LRCH3,1757336,M16.46_LRCH3,TBD,A26,15,A26.15
M16.46,LZIC,1661627,M16.46_LZIC,TBD,A26,15,A26.15
M16.46,MED26,1718171,M16.46_MED26,TBD,A26,15,A26.15
M16.46,NR1H3,1814022,M16.46_NR1H3,TBD,A26,15,A26.15
M16.46,NUCKS1,1680692,M16.46_NUCKS1,TBD,A26,15,A26.15
M16.46,PRAMEF5,2094648,M16.46_PRAMEF5,TBD,A26,15,A26.15
M16.46,PSAT1,1692938,M16.46_PSAT1,TBD,A26,15,A26.15
M16.46,PSMD13,1704404,M16.46_PSMD13,TBD,A26,15,A26.15
M16.46,PTPRA,1695461,M16.46_PTPRA,TBD,A26,15,A26.15
M16.46,PTTG2,1744146,M16.46_PTTG2,TBD,A26,15,A26.15
M16.46,RHBDF2,1735792,M16.46_RHBDF2,TBD,A26,15,A26.15
M16.46,RPS29,2415722,M16.46_RPS29,TBD,A26,15,A26.15
M16.46,RRBP1,2268381,M16.46_RRBP1,TBD,A26,15,A26.15
M16.46,SEC24B,1735148,M16.46_SEC24B,TBD,A26,15,A26.15
M16.46,SNRPD3,1794599,M16.46_SNRPD3,TBD,A26,15,A26.15
M16.46,TM9SF1,1737164,M16.46_TM9SF1,TBD,A26,15,A26.15
M16.46,TOM1L2,1655068,M16.46_TOM1L2,TBD,A26,15,A26.15
M16.46,TRIM5,2404665,M16.46_TRIM5,TBD,A26,15,A26.15
M16.46,TSC2,1714216,M16.46_TSC2,TBD,A26,15,A26.15
M16.46,ZNF576,1687711,M16.46_ZNF576,TBD,A26,15,A26.15
M16.47,B3GAT1,1794072,M16.47_B3GAT1,TNF,A18,1,A18.1
M16.47,BIRC4,1815361,M16.47_BIRC4,TNF,A18,1,A18.1
M16.47,C10ORF118,1734010,M16.47_C10ORF118,TNF,A18,1,A18.1
M16.47,C6ORF25,1802942,M16.47_C6ORF25,TNF,A18,1,A18.1
M16.47,CASC1,1708983,M16.47_CASC1,TNF,A18,1,A18.1
M16.47,CCDC147,2100285,M16.47_CCDC147,TNF,A18,1,A18.1
M16.47,DDX19-DDX19L,1728069,M16.47_DDX19-DDX19L,TNF,A18,1,A18.1
M16.47,FAM20C,1683165,M16.47_FAM20C,TNF,A18,1,A18.1
M16.47,FAS,1808132,M16.47_FAS,TNF,A18,1,A18.1
M16.47,FLJ45256,2149952,M16.47_FLJ45256,TNF,A18,1,A18.1
M16.47,FSTL4,1661566,M16.47_FSTL4,TNF,A18,1,A18.1
M16.47,FUZ,1748836,M16.47_FUZ,TNF,A18,1,A18.1
M16.47,HS.131188,1854861,M16.47_HS.131188,TNF,A18,1,A18.1
M16.47,HS.156574,1886750,M16.47_HS.156574,TNF,A18,1,A18.1
M16.47,HS.282397,1900994,M16.47_HS.282397,TNF,A18,1,A18.1
M16.47,HS.390542,1887349,M16.47_HS.390542,TNF,A18,1,A18.1
M16.47,HS.542805,1917334,M16.47_HS.542805,TNF,A18,1,A18.1
M16.47,HS.552203,1831734,M16.47_HS.552203,TNF,A18,1,A18.1
M16.47,HS.565250,1904701,M16.47_HS.565250,TNF,A18,1,A18.1
M16.47,HS.574008,1887618,M16.47_HS.574008,TNF,A18,1,A18.1
M16.47,HS.574968,1859661,M16.47_HS.574968,TNF,A18,1,A18.1
M16.47,IL3RA,1747344,M16.47_IL3RA,TNF,A18,1,A18.1
M16.47,KCNQ3,1775004,M16.47_KCNQ3,TNF,A18,1,A18.1
M16.47,LAMA3,1704247,M16.47_LAMA3,TNF,A18,1,A18.1
M16.47,LOC286310,1751410,M16.47_LOC286310,TNF,A18,1,A18.1
M16.47,LOC727848,1799837,M16.47_LOC727848,TNF,A18,1,A18.1
M16.47,MOBK1B,2125562,M16.47_MOBK1B,TNF,A18,1,A18.1
M16.47,OR2A5,1732024,M16.47_OR2A5,TNF,A18,1,A18.1
M16.47,OSBPL1A,1773063,M16.47_OSBPL1A,TNF,A18,1,A18.1
M16.47,PHKA1,1812503,M16.47_PHKA1,TNF,A18,1,A18.1
M16.47,POLR2J3,1661516,M16.47_POLR2J3,TNF,A18,1,A18.1
M16.47,PPIF,1809607,M16.47_PPIF,TNF,A18,1,A18.1
M16.47,PRAF2,1720578,M16.47_PRAF2,TNF,A18,1,A18.1
M16.47,PRR13,1795944,M16.47_PRR13,TNF,A18,1,A18.1
M16.47,RAB13,1788180,M16.47_RAB13,TNF,A18,1,A18.1
M16.47,ROM1,1723743,M16.47_ROM1,TNF,A18,1,A18.1
M16.47,RPPH1,1704056,M16.47_RPPH1,TNF,A18,1,A18.1
M16.47,SCRIB,2324029,M16.47_SCRIB,TNF,A18,1,A18.1
M16.47,SLC28A1,1815165,M16.47_SLC28A1,TNF,A18,1,A18.1
M16.47,SLC7A9,1735445,M16.47_SLC7A9,TNF,A18,1,A18.1
M16.47,STAR,2391178,M16.47_STAR,TNF,A18,1,A18.1
M16.47,SULT1A2,1798528,M16.47_SULT1A2,TNF,A18,1,A18.1
M16.47,THRA,1718182,M16.47_THRA,TNF,A18,1,A18.1
M16.47,TMEM207,1704022,M16.47_TMEM207,TNF,A18,1,A18.1
M16.47,TRAIP,1715540,M16.47_TRAIP,TNF,A18,1,A18.1
M16.47,WDR21B,1762879,M16.47_WDR21B,TNF,A18,1,A18.1
M16.47,XKR3,1803609,M16.47_XKR3,TNF,A18,1,A18.1
M16.48,ACTRT1,1815392,M16.48_ACTRT1,TBD,A21,1,A21.1
M16.48,BAIAP2,1705922,M16.48_BAIAP2,TBD,A21,1,A21.1
M16.48,C10ORF30,1723921,M16.48_C10ORF30,TBD,A21,1,A21.1
M16.48,C10ORF64,1664488,M16.48_C10ORF64,TBD,A21,1,A21.1
M16.48,C22ORF23,1721338,M16.48_C22ORF23,TBD,A21,1,A21.1
M16.48,CASP3,1731639,M16.48_CASP3,TBD,A21,1,A21.1
M16.48,CCNT2,1787877,M16.48_CCNT2,TBD,A21,1,A21.1
M16.48,DIXDC1,2375830,M16.48_DIXDC1,TBD,A21,1,A21.1
M16.48,DMD,1761812,M16.48_DMD,TBD,A21,1,A21.1
M16.48,EPHA10,1663263,M16.48_EPHA10,TBD,A21,1,A21.1
M16.48,FAM155B,1670076,M16.48_FAM155B,TBD,A21,1,A21.1
